code,description_en,description_no
15331142,"Processed cabbage","Bearbeidet kål"
15331150,"Processed pulses","Bearbeidede belgplanterfrø"
15331170,"Frozen vegetables","Frosne grønnsaker"
15331400,"Preserved and/or canned vegetables","Grønnsaker, konservert og/eller hermetisert"
15331410,"Beans in tomato sauce","Bønner i tomatsaus"
15331411,"Baked beans","Hvite bønner"
15331420,"Preserved tomatoes","Konserverte tomater"
15331423,"Canned tomatoes","Hermetiserte tomater"
15331425,"Tomato purée",Tomatpuré
15331427,"Concentrated tomato purée","Konsentrert tomatpuré"
15331428,"Tomato sauce",Tomatsaus
15331430,"Canned mushrooms","Hermetiserte sopper"
15331450,"Processed olives","Bearbeidede oliven"
15331460,"Canned vegetables","Hermetiserte grønnsaker"
15331461,"Canned sauerkraut","Hermetiserte surkål"
15331462,"Canned peas","Hermetiserte erter"
15331463,"Canned shelled beans","Hermetiserte bønner, skrelte"
15331464,"Canned whole beans","Hermetiserte bønner, hele"
15331465,"Canned asparagus","Hermetiserte asparges"
15331466,"Canned olives","Hermetiserte oliven"
15331470,"Sweet corn",Sukkermais
15331480,"Provisionally preserved vegetables","Midlertidig konserverte grønnsaker"
15331500,"Vegetables preserved in vinegar","Grønnsaker, konservert i eddik"
15332000,"Processed fruit and nuts","Bearbeidede frukter og nøtter"
15332100,"Processed fruit","Bearbeidet frukt"
15332140,"Processed apples","Bearbeidede epler"
15332150,"Processed pears","Bearbeidede pærer"
15332160,"Processed bananas","Bearbeidede bananer"
15332170,Rhubarb,Rabarbra
15332180,Melons,Meloner
15332200,"Jams and marmalades; fruit jellies; fruit or nut purée and pastes","Syltetøy og marmelade; fruktgelé; smørepålegg av frukter eller nøtter"
15332230,Marmalades,Marmelader
15332231,"Orange marmalade",Appelsinmarmelade
15332232,"Lemon marmalade",Sitronmarmelade
15332240,"Fruit jellies",Fruktgeléer
15332250,"Fruit pastes","Smørepålegg av frukt"
15332260,"Nut pastes","Smørepålegg av nøtter"
15332261,"Peanut butter",Peanøttsmør
15332270,"Fruit purées",Fruktpuréer
15332290,Jams,Syltetøy
15332291,"Apricot jam",Aprikossyltetøy
15332292,"Blackberry jam",Bjørnebærsyltetøy
15332293,"Blackcurrant jam",Solbærsyltetøy
15332294,"Cherry jam",Kirsebærsyltetøy
15332295,"Raspberry jam",Bringebærsyltetøy
15332296,"Strawberry jam",Jordbærsyltetøy
15332300,"Processed nuts","Bearbeidede nøtter"
15332310,"Roasted or salted nuts","Ristete eller saltede nøtter"
15332400,"Preserved fruits","Konservert Frukt"
15332410,"Dried fruit","Tørket Frukt"
15332411,"Processed currants","Bearbeidede korinter"
15332412,"Processed raisins","Bearbeidede rosiner"
15332419,Sultanas,"Små rosiner"
15333000,"Vegetable by-products","Vegetabilske biprodukter"
15400000,"Animal or vegetable oils and fats","Animalske og vegetabilske oljer og fettstoffer"
15410000,"Crude animal or vegetable oils and fats","Rå animalske eller vegetabilske oljer og fettstoffer"
15411000,"Animal or vegetable oils","Animalske eller vegetabilske oljer"
15411100,"Vegetable oils","Vegetabilske oljer"
15411110,"Olive oil",Olivenolje
15411120,"Sesame oil",Sesamolje
15411130,"Groundnut oil",Jordnøttolje
15411140,"Coconut oil",Kokosnøttolje
15411200,"Cooking oil",Matolje
15411210,"Frying oil",Stekeolje
15412000,Fats,Fettstoffer
15412100,"Animal fats","Animalske fettstoffer"
15412200,"Vegetable fats","Vegetabilske fettstoffer"
15413000,"Solid residues of vegetable fats or oils","Faste reststoffer av vegetabilske fettstoffer eller oljer"
15413100,Oilcake,Oljekaker
15420000,"Refined oils and fats","Raffinerte oljer og fettstoffer"
15421000,"Refined oils","Raffinerte oljer"
15422000,"Refined fats","Raffinerte fettstoffer"
15423000,"Hydrogenated or esterified oils or fats","Hydrogenerte eller forestrerte oljer eller fettstoffer"
15424000,"Vegetable waxes","Vegetabilsk voks"
15430000,"Edible fats","Spiselige fettstoffer"
15431000,"Margarine and similar preparations","Margarin og tilsvarende produkter"
15431100,Margarine,Margarin
15431110,"Liquid margarine","Flytende margarin"
15431200,"Reduced or low-fat spreads","Magre smørbare produkter med redusert fettinnhold"
15500000,"Dairy products",Meieriprodukter
15510000,"Milk and cream","Melk og fløte"
15511000,Milk,Melk
15511100,"Pasteurised milk","Pasteurisert melk"
15511200,"Sterilised milk","Sterilisert melk"
15511210,"UHT milk","Bearbeidet melk med lang holdbarhetstid"
15511300,"Skimmed milk",Skummetmelk
15511400,"Semi-skimmed milk",Lettmelk
15511500,"Full-cream milk",Helmelk
15511600,"Condensed milk","Kondensert melk"
15511700,"Milk powder",Tørrmelk
15512000,Cream,Fløte
15512100,"Single cream",Kaffefløte
15512200,"Double cream","Fløte med et fettinnhold på minst45 vektprosent"
15512300,"Clotted cream","Tykk fløte med et fettinnhold på minst63 vektprosent"
15512900,"Whipping cream",Kremfløte
15530000,Butter,Smør
15540000,"Cheese products",Osteprodukter
15541000,"Table cheese",Ost
15542000,"Fresh cheese","Fersk ost"
15542100,"Cottage cheese","Cottage cheese"
15542200,"Soft cheese",Mjukost
15542300,"Feta cheese","Feta ost"
15543000,"Grated, powdered, blue-veined and other cheese","Revet, pulverisert, blå-melert og andre oster"
15543100,"Blue cheese",Blåmuggost
15543200,"Cheddar cheese",Cheddarost
15543300,"Grated cheese","Revet ost"
15543400,"Parmesan cheese",Parmesanost
15544000,"Hard cheese","Hard ost"
15545000,"Cheese spreads",Smøreost
15550000,"Assorted dairy products","Assorterte meieriprodukter"
15551000,"Yoghurt and other fermented milk products","Yoghurt og andre gjærete melkeprodukter"
15551300,Yoghurt,Yoghurt
15551310,"Unflavoured yoghurt","Yoghurt naturell"
15551320,"Flavoured yoghurt","Yoghurt med smakstilsetning"
15551500,Buttermilk,Kjernemelk
15552000,Casein,Kasein
15553000,"Lactose or lactose syrup","Laktose eller laktosesirup"
15554000,Whey,Myse
15555000,"Ice cream and similar products","Iskrem og lignede produkter"
15555100,"Ice cream",Iskrem
15555200,Sorbet,Sorbet
15600000,"Grain mill products, starches and starch products","Kornprodukter, stivelser og stivelsesprodukter"
15610000,"Grain mill products",Kornprodukter
15611000,"Husked rice","Avskallet ris"
15612000,"Cereal or vegetable flour and related products","Mel av korn eller vegetabilsk mel og beslektede produkter"
15612100,"Wheat flour",Hvetemel
15612110,"Wholemeal flour",Helkornsmel
15612120,"Breadmaking flour",Brødbakemel
15612130,"Plain flour","Vanlig mel"
15612150,"Pastry flour","Mel til finere bakverk"
15612190,"Self-raising flour","Selvhevende mel"
15612200,"Cereal flour","Mel av korn"
15612210,"Corn flour",Maismel
15612220,"Rice flour",Rismel
15612300,"Vegetable flour and meal","Fint- og grovmalt vegetabilsk mel"
15612400,"Mixes for the preparation of baker's wares","Blandinger til bakeriprodukter"
15612410,"Cake mixes","Ferdiglagde kakeblandinger"
15612420,"Baking mixes","Ferdiglagde bakeblandinger"
15612500,"Bakery products",Bakeriprodukter
15613000,"Cereal grain products","Produkter av kjerner av korn"
15613100,"Ground oats","Malt havre"
15613300,"Cereal products","Produkter av korn"
15613310,"Prepared breakfast cereals","Ferdiglagde frokostprodukter av korn"
15613311,Cornflakes,Cornflakes
15613313,"Muesli or equivalent","Musli eller tilsvarende produkt"
15613319,"Puffed wheat","Puffet hvete"
15613380,"Rolled oats",Havregryn
15614000,"Processed rice","Bearbeidet ris"
15614100,"Long-grain rice","Langkornet ris"
15614200,"Milled rice","Polert ris"
15614300,"Broken rice","Knust ris"
15615000,Bran,Kli
15620000,"Starches and starch products","Stivelse og stivelsesprodukter"
15621000,"Corn oil",Maisolje
15622000,"Glucose and glucose products; fructose and fructose products","Glukose og glukoseprodukter; fruktose og fruktoseprodukter"
15622100,"Glucose and glucose products","Glukose og glukoseprodukter"
15622110,Glucose,Glukose
15622120,"Glucose syrup",Glukosesirup
15622300,"Fructose and fructose products","Fruktose og fruktoseprodukter"
15622310,Fructose,Fruktose
15622320,"Fructose preparations",Fruktosepreprarater
15622321,"Fructose solutions",Fruktoseoppløsninger
15622322,"Fructose syrup",Fruktosesirup
15623000,Starches,Stivelse
15624000,Tapioca,Tapioka
15625000,Semolina,Semulegryn
15626000,"Custard powder",Vaniljekrempulver
15700000,"Animal feedstuffs","Fôrblandinger til dyr"
15710000,"Prepared animal feeds for farm and other animals","Preparert dyrefór til gårdsdyr og andre dyr"
15711000,"Fish food",Fiskefôr
15712000,"Dry fodder",Tørrfôr
15713000,"Pet food","Fôr til selskapsdyr"
15800000,"Miscellaneous food products","Diverse ernæringsmidler"
15810000,"Bread products, fresh pastry goods and cakes","Brødprodukter, fersk bakverk og kaker"
15811000,"Bread products",Brødprodukter
15811100,Bread,Brød
15811200,Rolls,Rundstykker
15811300,Croissants,Croissanter
15811400,Crumpets,"Tebrød (crumpets)"
15811500,"Prepared bread products","Ferdiglagde brødprodukter"
15811510,Sandwiches,Smørbrød/Sandwicher
15811511,"Prepared sandwiches","Ferdiglagde smørbrød/sandwicher"
15812000,"Pastry goods and cakes","Bakverk og kaker"
15812100,"Pastry goods",Bakverk
15812120,Pies,Terter
15812121,"Savoury pies","Middags terter"
15812122,"Sweet pies","Dessert terter"
15812200,Cakes,Kaker
15813000,"Morning goods",Frokostvarer
15820000,"Rusks and biscuits; preserved pastry goods and cakes","Kavringer og kjeks; bakverk og kaker med konserveringsmiddel"
15821000,"Toasted bread products and pastry goods","Ristete brødprodukter og bakverk"
15821100,"Toasted bread products","Ristete brødprodukter"
15821110,"Toasted bread","Ristet brød"
15821130,Crispbread,Knekkebrød
15821150,Rusks,Kavringer
15821200,"Sweet biscuits",Småkaker/kjeks
15830000,"Sugar and related products","Sukker og liknende produkter"
15831000,Sugar,Sukker
15831200,"White sugar","Hvitt sukker"
15831300,"Maple sugar and maple syrup","Lønnesukker og -sirup"
15831400,Molasses,Melasse
15831500,"Sugar syrups","Sukker Sirup"
15831600,Honey,Honning
15832000,"Sugar-manufacture waste","Avfallsprodukter fra sukkerfremstilling"
15833000,"Sugar products",Sukkerprodukter
15833100,Desserts,Desserter
15833110,Flans,Tertebunner
15840000,"Cocoa; chocolate and sugar confectionery","Kakao; sjokolade- og sukkervarer/søtsaker"
15841000,Cocoa,Kakao
15841100,"Cocoa paste",Kakaomasse
15841200,"Cocoa butter, fat or oil","Kakaosmør, -fett eller -olje"
15841300,"Unsweetened cocoa powder","Usøtet kakaopulver"
15841400,"Sweetened cocoa powder","Søtet kakaopulver"
15842000,"Chocolate and sugar confectionery","Sjokolade og sukkervarer/søtsaker"
15842100,Chocolate,Sjokolade
15842200,"Chocolate products",Sjokoladevarer
15842210,"Drinking chocolate",Drikkesjokolade
15842220,"Chocolate bars",Sjokoladeplater
15842300,Confectionery,"Konfekter søtsaker"
15842310,"Boiled sweets","Drops sukkertøy"
15842320,Nougat,Nougat
15842400,"Fruit, nuts or fruit peel preserved by sugar","Frukt, nøtter eller Fruktskall, konservert med sukker"
15850000,"Pasta products",Pastaprodukter
15851000,"Farinaceous products",Melprodukter
15851100,"Uncooked pasta","Pastaprodukter, ukokt"
15851200,"Prepared pasta and couscous","Ferdiglaget pasta og couscous"
15851210,"Prepared pasta","Ferdiglaget pasta"
15851220,"Stuffed pasta","Fylt pasta"
15851230,Lasagne,Lasagne
15851250,Couscous,Couscous
15851290,"Canned pasta","Hermetisert pasta"
15860000,"Coffee, tea and related products","Kaffe, te og liknende produkter"
15861000,Coffee,Kaffe
15861100,"Roasted coffee","Brent kaffe"
15861200,"Decaffeinated coffee","Koffeinfri kaffe"
15862000,"Coffee substitutes",Kaffeerstatninger
15863000,Tea,Te
15863100,"Green tea","Grønn te"
15863200,"Black tea","Sort te"
15864000,"Preparations of tea or maté","Produkter av te eller maté"
15864100,Teabags,Teposer
15865000,"Herbal infusions",Urtete
15870000,"Condiments and seasonings","Smakstilsetninger og krydder"
15871000,"Vinegar; sauces; mixed condiments; mustard flour and meal; prepared mustard","Eddik; sauser; blandede smakstilsetninger; sennepspulver- og mel; tilberedt sennep"
15871100,"Vinegar and vinegar substitutes","Eddik og eddik erstatninger"
15871110,"Vinegar or equivalent","Eddik eller tilsvarende"
15871200,"Sauces, mixed condiments and mixed seasonings","Sauser, blandede smakstilsetninger og blandede krydder"
15871210,"Soya sauce",Soyasauser
15871230,"Tomato ketchup",Tomatketchup
15871250,Mustard,Sennep
15871260,Sauces,Sauser
15871270,"Mixed condiments","Blandede smakstilsetninger"
15871273,Mayonnaise,Majones
15871274,"Sandwich spreads",Smørepålegg
15871279,Chutney,Chutney
15872000,"Herbs and spices","Urter og krydder"
15872100,Pepper,Pepper
15872200,Spices,Krydder
15872300,Herbs,Urter
15872400,Salt,Salt
15872500,Ginger,Ingefær
15880000,"Special nutritional products","Spesielle næringsmidler"
15881000,"Homogenised food preparations","Homogeniserte ernæringsmidler"
15882000,"Dietetic products",Diettprodukter
15884000,"Baby food",Barnemat
15890000,"Miscellaneous food products and dried goods","Diverse matprodukter og tørkede varer"
15891000,"Soups and broths","Supper og buljonger"
15891100,"Meat soups",Kjøttsupper
15891200,"Fish soups",Fiskesupper
15891300,"Mixed soups","Blandede supper"
15891400,Soups,Supper
15891410,"Soup mixes",Suppeblandinger
15891500,Broths,Buljonger
15891600,Stocks,Suppekraft
15891610,"Mixes for stocks","Blandinger til suppekraft"
15891900,"Vegetable soups",Grønnsaksupper
15892000,"Vegetable saps, extracts, peptic substances and thickeners","Grønnsaksafter, ekstrakter, pektinstoffer og jevningsmidler"
15892100,"Vegetable saps","Safter av grønnsaker"
15892200,"Vegetable extracts",Grønnsakekstrakter
15892400,Thickeners,Jevningsmidler
15893000,"Dry goods",Tørrvarer
15893100,"Food mixes",Matvareblandinger
15893200,"Dessert mixes",Dessertblandinger
15893300,"Gravy mixes",Sausblandinger
15894000,"Processed food products","Bearbeidede ernæringsmidler"
15894100,"Vegan packs","Veganisk mat"
15894200,"Prepared meals","Ferdiglagede måltider"
15894210,"School meals","Ferdiglagede måltider til skoler"
15894220,"Hospital meals","Ferdiglagede måltider til sykehus"
15894300,"Prepared dishes","Ferdige matretter"
15894400,Snacks,"Snacks mellommåltid"
15894500,"Vending-machine ingredients","Matvarer til automater"
15894600,"Sandwich fillings",Pålegg
15894700,Delicatessen,Delikatessevarer
15895000,"Fast-food products","Hurtigmat produkter"
15895100,Hamburgers,Hamburgere
15896000,"Deep-frozen products","Dypfryste varer"
15897000,"Canned goods and field rations","Boksemat og nødrasjoner"
15897100,"Field rations",Nødrasjoner
15897200,"Canned goods","Hermetiserte varer"
15897300,"Food parcels",Matvarepakker
15898000,Yeast,Gjær
15899000,"Baking powder",Bakepulver
15900000,"Beverages, tobacco and related products","Drikkevarer, tobakk og relaterte produkter"
15910000,"Distilled alcoholic beverages","Destillerte alkoholholdige drikkevarer"
15911000,"Spirituous beverages","Spritholdige drikkevarer"
15911100,Spirits,Sprit
15911200,Liqueurs,Likører
15930000,Wines,Viner
15931000,"Unflavoured wines","Viner, uten smakstilsetninger"
15931100,"Sparkling wine","Musserende vin"
15931200,"Table wine",Bordvin
15931300,Port,Portvin
15931400,Madeira,Madeira
15931500,"Grape must",Druemust
15931600,Sherry,Sherry
15932000,"Wine lees",Vinberme
15940000,"Cider and other fruit wines","Cider og andre fruktviner"
15941000,Cider,Cider
15942000,"Fruit wines",Fruktviner
15950000,"Non-distilled fermented beverages","Udestillerte gjærede drikkevarer"
15951000,Vermouth,Vermouth
15960000,"Malt beer",Maltøl
15961000,Beer,Øl
15961100,Lager,Pilsnerøl
15962000,"Brewing or distilling dregs","Berme fra brygging eller destillering"
15980000,"Non-alcoholic beverages","Alkoholfrie drikkevarer"
15981000,"Mineral water",Mineralvann
15981100,"Still mineral water","Mineralvann uten kullsyre"
15981200,"Sparkling mineral water","Mineralvann med kullsyre"
15981300,"Water in solid form","Vann i fast form"
15981310,Ice,Is
15981320,Snow,Snø
15981400,"Flavoured mineral waters","Mineralvann tilsatt smak"
15982000,"Soft drinks",Leskedrikk
15982100,"Fruit squashes","Saft konsentrert fruktsaft"
15982200,"Chocolate milk",Sjokolademelk
15990000,"Tobacco, tobacco goods and supplies","Tobakk, tobakksvarer og utstyr dertil"
15991000,"Tobacco goods",Tobakksvarer
15991100,Cigars,Sigarer
15991200,Cigarillos,Sigarillos
15991300,Cigarettes,Sigaretter
15992000,Tobacco,Tobakk
15992100,"Manufactured tobacco","Behandlet tobakk"
15993000,"Tobacconist supplies",Tobakkhandelsvarer
15994000,"Cigarette paper and filter paper","Sigarettpapir og filterpapir"
15994100,"Cigarette paper",Sigarettpapir
15994200,"Filter paper",Filterpapir
16000000,"Agricultural machinery",Landbruksmaskiner
16100000,"Agricultural and forestry machinery for soil preparation or cultivation","Land- og skogbruksmaskineri til jordpreparering eller kultivering"
16110000,"Ploughs or disc harrows","Ploger og skålharver"
16120000,"Harrows, scarifiers, cultivators, weeders or hoes","Harver, opprivere, kultivatorer, luke- eller hakkemaskiner"
16130000,"Seeders, planters or transplanters","Så-, plante- eller omplantemaskiner"
16140000,"Manure spreaders",Gjødselspredere
16141000,"Fertiliser distributors",Kunstgjødselspredere
16150000,"Lawn or sports-ground rollers","Tromler til plener eller idrettsplasser"
